file,category,model,prompt_version,score_rate,omission_rate
4_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.25
5_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.25,0.625
9_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.25
10_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.125,0.75
11_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5625,0.375
12_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.5
13_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.625
14_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.5
16_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.5
17_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,1.0,0.0
18_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.25,0.625
19_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.5
20_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.25,0.75
31_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.25
32_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.25
36_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.5
38_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.625
40_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.25
41_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
43_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.75
44_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.75
48_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.0625,0.875
54_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.25
55_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.25
56_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.375
57_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.5
61_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.25
62_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
63_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.5
64_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.25
67_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.375
69_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.5
70_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.0625,0.875
71_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.75
72_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.375
73_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.75,0.0
85_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.375
86_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.0625,0.875
88_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
93_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.5
94_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.6875,0.0
99_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.25
100_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.5
101_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.375
102_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.625
103_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.75
104_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
107_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.6875,0.25
115_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5625,0.25
116_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.375
120_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.375
121_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.75,0.125
122_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.375
123_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.125
124_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5625,0.125
125_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.6875,0.125
126_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
127_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.25
128_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.25
129_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.8125,0.0
133_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.9375,0.0
134_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.375
136_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.625
137_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.8125,0.125
142_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.75,0.0
147_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.375
148_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.8125,0.125
149_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5625,0.375
151_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.1875,0.625
153_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
154_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.25
156_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.75,0.0
157_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.0
158_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.75,0.125
159_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.25,0.5
161_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.375
162_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.125,0.75
163_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.25
164_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.25
166_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.5
167_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5625,0.25
168_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.25
169_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.625
170_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
171_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5625,0.25
174_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.125
175_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.5
176_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.375
177_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.375
179_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.6875,0.0
180_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.375
186_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.125
187_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.4375,0.5
189_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.5
190_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.375,0.5
191_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5625,0.375
192_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.5,0.125
193_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.625,0.125
194_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.3125,0.5
195_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.25,0.375
198_md.md,1_长篇结构化应用文档,qwen3.5-27b,baseline,0.875,0.0
25_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,1.0,0.0
27_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.6875,0.125
28_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.8125,0.0
29_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.4375,0.375
30_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.625,0.125
33_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.5,0.25
60_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.5,0.25
105_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.3125,0.5
143_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.5,0.5
150_md.md,2_学术论文与专业文献,qwen3.5-27b,baseline,0.5,0.25
145_md.md,3_二维表格与日程数据,qwen3.5-27b,baseline,0.3125,0.625
160_md.md,3_二维表格与日程数据,qwen3.5-27b,baseline,0.5,0.5
165_md.md,3_二维表格与日程数据,qwen3.5-27b,baseline,0.375,0.25
21_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.3125,0.625
39_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.25,0.625
58_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.4375,0.375
59_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.5,0.375
80_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.3125,0.625
81_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.5625,0.375
82_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.625,0.25
95_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.5,0.375
106_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.125,0.625
108_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.25,0.5
109_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.75,0.125
110_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.5625,0.375
111_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.3125,0.5
112_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.625,0.25
113_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.125,0.75
114_md.md,6_纯信息罗列清单,qwen3.5-27b,baseline,0.4375,0.25
4_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.0,1.0
5_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.3125,0.5
9_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.75,0.0
10_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.375
11_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.25
12_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.0,1.0
13_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.125,0.75
14_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.375
16_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.25
17_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.5
18_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.5
19_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.25
20_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.5
31_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.375
32_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.6875,0.25
36_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.625
38_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.25,0.5
40_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
41_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.375
43_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.25
44_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.1875,0.75
48_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.625
54_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.375
55_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.125,0.75
56_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.0625,0.875
57_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.25
61_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.375
62_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.5
63_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
64_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.375
67_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.375
69_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.125
70_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.3125,0.625
71_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.3125,0.625
72_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.5
73_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.75,0.125
85_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
86_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.25,0.75
88_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.375
93_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.6875,0.25
94_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.875,0.0
99_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.1875,0.75
100_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
101_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.25
102_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
103_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
104_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.25,0.625
107_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
115_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.25
116_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.75,0.125
120_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.1875,0.75
121_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.375
122_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.25
123_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.25
124_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.25
125_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.25
126_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.1875,0.625
127_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
128_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.25
129_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.125
133_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.9375,0.0
134_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.25
136_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.5
137_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.375
142_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.25
147_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.25
148_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.25
149_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.6875,0.125
151_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.125
153_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
154_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.25,0.5
156_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.8125,0.125
157_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.8125,0.0
158_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.9375,0.0
159_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.25
161_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.25
162_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.3125,0.375
163_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.75,0.125
164_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.375
166_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.375
167_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.6875,0.25
168_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.25
169_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
170_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.75,0.125
171_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.25
174_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.125
175_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.125,0.75
176_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.3125,0.375
177_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.375
179_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.625,0.25
180_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.6875,0.125
186_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.25,0.5
187_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.5
189_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5,0.375
190_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.4375,0.25
191_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.375,0.25
192_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.1875,0.75
193_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.25,0.5
194_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.3125,0.5
195_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.25,0.5
198_md.md,1_长篇结构化应用文档,qwen3.5-27b,anchor_v2,0.5625,0.375
25_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.625,0.125
27_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.0,1.0
28_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.125,0.75
29_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.6875,0.25
30_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.875,0.0
33_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.5,0.125
60_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.3125,0.375
105_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.3125,0.5
143_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,0.5625,0.25
150_md.md,2_学术论文与专业文献,qwen3.5-27b,anchor_v2,1.0,0.0
145_md.md,3_二维表格与日程数据,qwen3.5-27b,anchor_v2,0.25,0.625
160_md.md,3_二维表格与日程数据,qwen3.5-27b,anchor_v2,0.5625,0.375
165_md.md,3_二维表格与日程数据,qwen3.5-27b,anchor_v2,0.75,0.125
21_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.3125,0.625
39_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.25,0.625
58_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.5,0.5
59_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.5,0.375
80_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.8125,0.125
81_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.4375,0.5
82_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.6875,0.25
95_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.1875,0.625
106_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.0625,0.875
108_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.3125,0.375
109_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.75,0.0
110_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.5,0.375
111_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.0,1.0
112_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.5625,0.375
113_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,1.0,0.0
114_md.md,6_纯信息罗列清单,qwen3.5-27b,anchor_v2,0.4375,0.375
